date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:40:15	12962/12962	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2016%20Apr%202025%2017:49:54%20GMT	https://vasanashop.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-c354cc1bc6f1fafc3e06e39f4fb0e1d9abdf763072ca394d606ca9f6f241e68a.js	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-c354cc1bc6f1fafc3e06e39f4fb0e1d9abdf763072ca394d606ca9f6f241e68a.js	(from https://vasanashop.com/)
14:40:15	269697/269697	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2020%20Apr%202025%2012:34:05%20GMT	https://vasanashop.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	(from https://vasanashop.com/)
14:40:17	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Apr%202025%2012:40:17%20GMT	http://vasanashop.com/cdn/shop/t/2/compiled_assets/scripts.js?190	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/shop/t/2/compiled_assets/scriptscfec.js	(from https://vasanashop.com/)
14:40:18	4726/4726	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2020%20Apr%202025%2012:17:34%20GMT	https://vasanashop.com/cdn/shop/t/2/compiled_assets/scripts.js?190	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/shop/t/2/compiled_assets/scriptscfec.js	(from https://vasanashop.com/)
14:40:18	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Apr%202025%2012:40:19%20GMT	http://vasanashop.com/cdn/fonts/quattrocento_sans/quattrocentosans_n4.b43a78e6b8b9780ef5893d83cd043417f12e0d99.woff2?h1=ZHp1d2FoZHV3YWguYWNjb3VudC5teXNob3BpZnkuY29t&h2=dmFzYW5hc2hvcC5teXNob3BpZnkuY29t&h3=dmFzYW5hc2hvcC5jb20&hmac=366fad917c0cfd320e00f67b15b92c18065142e972840e077ead84a79e21df58	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/fonts/quattrocento_sans/quattrocentosans_n4.b43a78e6b8b9780ef5893d83cd043417f12e0d993d45.woff2	(from https://vasanashop.com/)
14:40:18	12290/12290	---MCZ	200	added ('OK')	text/css	date:Sun,%2020%20Apr%202025%2012:36:28%20GMT	https://vasanashop.com/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css	(from https://vasanashop.com/)
14:40:18	24552/24552	---M--	200	added ('OK')	font/woff2	date:Fri,%2004%20Apr%202025%2021:52:00%20GMT	https://vasanashop.com/cdn/fonts/quattrocento_sans/quattrocentosans_n4.b43a78e6b8b9780ef5893d83cd043417f12e0d99.woff2?h1=ZHp1d2FoZHV3YWguYWNjb3VudC5teXNob3BpZnkuY29t&h2=dmFzYW5hc2hvcC5teXNob3BpZnkuY29t&h3=dmFzYW5hc2hvcC5jb20&hmac=366fad917c0cfd320e00f67b15b92c18065142e972840e077ead84a79e21df58	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/fonts/quattrocento_sans/quattrocentosans_n4.b43a78e6b8b9780ef5893d83cd043417f12e0d993d45.woff2	(from https://vasanashop.com/)
14:40:19	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Apr%202025%2012:40:19%20GMT	http://vasanashop.com/cdn/fonts/quattrocento_sans/quattrocentosans_n4.19c4a084d66bf65371b1784dad52aa1acf657cdd.woff?h1=ZHp1d2FoZHV3YWguYWNjb3VudC5teXNob3BpZnkuY29t&h2=dmFzYW5hc2hvcC5teXNob3BpZnkuY29t&h3=dmFzYW5hc2hvcC5jb20&hmac=b99059071fa6e856108b0d17c9ab70c0d090cd87fc6c62e8d4efee04035ef9fc	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/fonts/quattrocento_sans/quattrocentosans_n4.19c4a084d66bf65371b1784dad52aa1acf657cdd5d34.woff	(from https://vasanashop.com/)
14:40:19	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Apr%202025%2012:40:20%20GMT	http://vasanashop.com/cdn/fonts/quattrocento_sans/quattrocentosans_n7.3aa8bd40fbad0fb4d493af9ef60d80c7dc39d34e.woff2?h1=ZHp1d2FoZHV3YWguYWNjb3VudC5teXNob3BpZnkuY29t&h2=dmFzYW5hc2hvcC5teXNob3BpZnkuY29t&h3=dmFzYW5hc2hvcC5jb20&hmac=eaaad67b82013ac3e3836f755c8f15f38b04f9f25a1767453fd79d1389ad7d8a	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/fonts/quattrocento_sans/quattrocentosans_n7.3aa8bd40fbad0fb4d493af9ef60d80c7dc39d34e6dd4.woff2	(from https://vasanashop.com/)
14:40:19	24524/24524	---M--	200	added ('OK')	font/woff2	date:Mon,%2024%20Feb%202025%2011:47:23%20GMT	https://vasanashop.com/cdn/fonts/quattrocento_sans/quattrocentosans_n4.19c4a084d66bf65371b1784dad52aa1acf657cdd.woff?h1=ZHp1d2FoZHV3YWguYWNjb3VudC5teXNob3BpZnkuY29t&h2=dmFzYW5hc2hvcC5teXNob3BpZnkuY29t&h3=dmFzYW5hc2hvcC5jb20&hmac=b99059071fa6e856108b0d17c9ab70c0d090cd87fc6c62e8d4efee04035ef9fc	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/fonts/quattrocento_sans/quattrocentosans_n4.19c4a084d66bf65371b1784dad52aa1acf657cdd5d34.woff	(from https://vasanashop.com/)
14:40:20	24300/24300	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Mar%202025%2013:31:48%20GMT	https://vasanashop.com/cdn/fonts/quattrocento_sans/quattrocentosans_n7.3aa8bd40fbad0fb4d493af9ef60d80c7dc39d34e.woff2?h1=ZHp1d2FoZHV3YWguYWNjb3VudC5teXNob3BpZnkuY29t&h2=dmFzYW5hc2hvcC5teXNob3BpZnkuY29t&h3=dmFzYW5hc2hvcC5jb20&hmac=eaaad67b82013ac3e3836f755c8f15f38b04f9f25a1767453fd79d1389ad7d8a	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/fonts/quattrocento_sans/quattrocentosans_n7.3aa8bd40fbad0fb4d493af9ef60d80c7dc39d34e6dd4.woff2	(from https://vasanashop.com/)
14:40:21	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Apr%202025%2012:40:21%20GMT	http://vasanashop.com/cdn/fonts/quattrocento_sans/quattrocentosans_n7.e5214af0eb400455ab60a0d1b9aee6be554f16be.woff?h1=ZHp1d2FoZHV3YWguYWNjb3VudC5teXNob3BpZnkuY29t&h2=dmFzYW5hc2hvcC5teXNob3BpZnkuY29t&h3=dmFzYW5hc2hvcC5jb20&hmac=80e56faa9d7515731e8ebd8082a3deeaa7bc9e12ad43cbb43e6008e5ece483e0	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/fonts/quattrocento_sans/quattrocentosans_n7.e5214af0eb400455ab60a0d1b9aee6be554f16be5765.woff	(from https://vasanashop.com/)
14:40:21	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Apr%202025%2012:40:22%20GMT	http://vasanashop.com/cdn/fonts/quattrocento_sans/quattrocentosans_i4.05e513d210c064197634a6efb30ba9f47e76338d.woff2?h1=ZHp1d2FoZHV3YWguYWNjb3VudC5teXNob3BpZnkuY29t&h2=dmFzYW5hc2hvcC5teXNob3BpZnkuY29t&h3=dmFzYW5hc2hvcC5jb20&hmac=fb7ceaddf95dfc5bde723e5a8322db3bb83ab54b925ba4f7069fa26682a50df2	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/fonts/quattrocento_sans/quattrocentosans_i4.05e513d210c064197634a6efb30ba9f47e76338d6229.woff2	(from https://vasanashop.com/)
14:40:21	24308/24308	---M--	200	added ('OK')	font/woff2	date:Sun,%2002%20Feb%202025%2005:24:02%20GMT	https://vasanashop.com/cdn/fonts/quattrocento_sans/quattrocentosans_n7.e5214af0eb400455ab60a0d1b9aee6be554f16be.woff?h1=ZHp1d2FoZHV3YWguYWNjb3VudC5teXNob3BpZnkuY29t&h2=dmFzYW5hc2hvcC5teXNob3BpZnkuY29t&h3=dmFzYW5hc2hvcC5jb20&hmac=80e56faa9d7515731e8ebd8082a3deeaa7bc9e12ad43cbb43e6008e5ece483e0	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/fonts/quattrocento_sans/quattrocentosans_n7.e5214af0eb400455ab60a0d1b9aee6be554f16be5765.woff	(from https://vasanashop.com/)
14:40:22	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Apr%202025%2012:40:23%20GMT	http://vasanashop.com/cdn/fonts/quattrocento_sans/quattrocentosans_i4.ff64670d7818e5cbd12e36eda543508a83010303.woff?h1=ZHp1d2FoZHV3YWguYWNjb3VudC5teXNob3BpZnkuY29t&h2=dmFzYW5hc2hvcC5teXNob3BpZnkuY29t&h3=dmFzYW5hc2hvcC5jb20&hmac=dc7407bf8857fc0e27b45eabe7d77f9f5cf92ed671c55df9af12095f47096c14	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/fonts/quattrocento_sans/quattrocentosans_i4.ff64670d7818e5cbd12e36eda543508a8301030369ca.woff	(from https://vasanashop.com/)
14:40:22	26600/26600	---M--	200	added ('OK')	font/woff2	date:Thu,%2020%20Mar%202025%2016:00:32%20GMT	https://vasanashop.com/cdn/fonts/quattrocento_sans/quattrocentosans_i4.05e513d210c064197634a6efb30ba9f47e76338d.woff2?h1=ZHp1d2FoZHV3YWguYWNjb3VudC5teXNob3BpZnkuY29t&h2=dmFzYW5hc2hvcC5teXNob3BpZnkuY29t&h3=dmFzYW5hc2hvcC5jb20&hmac=fb7ceaddf95dfc5bde723e5a8322db3bb83ab54b925ba4f7069fa26682a50df2	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/fonts/quattrocento_sans/quattrocentosans_i4.05e513d210c064197634a6efb30ba9f47e76338d6229.woff2	(from https://vasanashop.com/)
14:40:22	26584/26584	---M--	200	added ('OK')	font/woff2	date:Fri,%2014%20Mar%202025%2010:05:29%20GMT	https://vasanashop.com/cdn/fonts/quattrocento_sans/quattrocentosans_i4.ff64670d7818e5cbd12e36eda543508a83010303.woff?h1=ZHp1d2FoZHV3YWguYWNjb3VudC5teXNob3BpZnkuY29t&h2=dmFzYW5hc2hvcC5teXNob3BpZnkuY29t&h3=dmFzYW5hc2hvcC5jb20&hmac=dc7407bf8857fc0e27b45eabe7d77f9f5cf92ed671c55df9af12095f47096c14	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/fonts/quattrocento_sans/quattrocentosans_i4.ff64670d7818e5cbd12e36eda543508a8301030369ca.woff	(from https://vasanashop.com/)
14:40:24	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Apr%202025%2012:40:23%20GMT	http://vasanashop.com/cdn/fonts/quattrocento_sans/quattrocentosans_i7.564e5b9e0e697bff7dfaf701660d797279f17606.woff2?h1=ZHp1d2FoZHV3YWguYWNjb3VudC5teXNob3BpZnkuY29t&h2=dmFzYW5hc2hvcC5teXNob3BpZnkuY29t&h3=dmFzYW5hc2hvcC5jb20&hmac=56af9822c39827c84a12578629f705eb9900bd984dd90bd1c6fc472f69d35705	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/fonts/quattrocento_sans/quattrocentosans_i7.564e5b9e0e697bff7dfaf701660d797279f176063617.woff2	(from https://vasanashop.com/)
14:40:24	25412/25412	---M--	200	added ('OK')	font/woff2	date:Wed,%2019%20Mar%202025%2012:11:01%20GMT	https://vasanashop.com/cdn/fonts/quattrocento_sans/quattrocentosans_i7.564e5b9e0e697bff7dfaf701660d797279f17606.woff2?h1=ZHp1d2FoZHV3YWguYWNjb3VudC5teXNob3BpZnkuY29t&h2=dmFzYW5hc2hvcC5teXNob3BpZnkuY29t&h3=dmFzYW5hc2hvcC5jb20&hmac=56af9822c39827c84a12578629f705eb9900bd984dd90bd1c6fc472f69d35705	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/fonts/quattrocento_sans/quattrocentosans_i7.564e5b9e0e697bff7dfaf701660d797279f176063617.woff2	(from https://vasanashop.com/)
14:40:24	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Apr%202025%2012:40:25%20GMT	http://vasanashop.com/cdn/fonts/quattrocento_sans/quattrocentosans_i7.426503744cfa0a672b1956d7e2bc9a76947c65e2.woff?h1=ZHp1d2FoZHV3YWguYWNjb3VudC5teXNob3BpZnkuY29t&h2=dmFzYW5hc2hvcC5teXNob3BpZnkuY29t&h3=dmFzYW5hc2hvcC5jb20&hmac=8b67d2956affe3bcc0ab5e7bc5d51bd8a2bcea4c7ccf30533ffbcb5f3672bdfc	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/fonts/quattrocento_sans/quattrocentosans_i7.426503744cfa0a672b1956d7e2bc9a76947c65e25c8f.woff	(from https://vasanashop.com/)
14:40:24	25436/25436	---M--	200	added ('OK')	font/woff2	date:Wed,%2012%20Mar%202025%2010:21:24%20GMT	https://vasanashop.com/cdn/fonts/quattrocento_sans/quattrocentosans_i7.426503744cfa0a672b1956d7e2bc9a76947c65e2.woff?h1=ZHp1d2FoZHV3YWguYWNjb3VudC5teXNob3BpZnkuY29t&h2=dmFzYW5hc2hvcC5teXNob3BpZnkuY29t&h3=dmFzYW5hc2hvcC5jb20&hmac=8b67d2956affe3bcc0ab5e7bc5d51bd8a2bcea4c7ccf30533ffbcb5f3672bdfc	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/fonts/quattrocento_sans/quattrocentosans_i7.426503744cfa0a672b1956d7e2bc9a76947c65e25c8f.woff	(from https://vasanashop.com/)
14:40:26	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Apr%202025%2012:40:25%20GMT	http://vasanashop.com/cdn/fonts/americana/americana_n4.e48f0c04dfcd15cf0297d6a79006cabda02b0d13.woff2?h1=ZHp1d2FoZHV3YWguYWNjb3VudC5teXNob3BpZnkuY29t&h2=dmFzYW5hc2hvcC5teXNob3BpZnkuY29t&h3=dmFzYW5hc2hvcC5jb20&hmac=8beca312cb9081173020221d4b3f0363cb86e1cbf7bac455af3885accd416a29	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/fonts/americana/americana_n4.e48f0c04dfcd15cf0297d6a79006cabda02b0d13a43a.woff2	(from https://vasanashop.com/)
14:40:26	21696/21696	---M--	200	added ('OK')	font/woff2	date:Thu,%2020%20Mar%202025%2006:50:21%20GMT	https://vasanashop.com/cdn/fonts/americana/americana_n4.e48f0c04dfcd15cf0297d6a79006cabda02b0d13.woff2?h1=ZHp1d2FoZHV3YWguYWNjb3VudC5teXNob3BpZnkuY29t&h2=dmFzYW5hc2hvcC5teXNob3BpZnkuY29t&h3=dmFzYW5hc2hvcC5jb20&hmac=8beca312cb9081173020221d4b3f0363cb86e1cbf7bac455af3885accd416a29	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/fonts/americana/americana_n4.e48f0c04dfcd15cf0297d6a79006cabda02b0d13a43a.woff2	(from https://vasanashop.com/)
14:40:26	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Apr%202025%2012:40:27%20GMT	http://vasanashop.com/cdn/fonts/americana/americana_n4.82fd6d36971133e9a39ac8d8783e24cfd710a2de.woff?h1=ZHp1d2FoZHV3YWguYWNjb3VudC5teXNob3BpZnkuY29t&h2=dmFzYW5hc2hvcC5teXNob3BpZnkuY29t&h3=dmFzYW5hc2hvcC5jb20&hmac=094ac436032d25c64191864aa38707ecb60682b973badc778871b322f34fa379	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/fonts/americana/americana_n4.82fd6d36971133e9a39ac8d8783e24cfd710a2de51e5.woff	(from https://vasanashop.com/)
14:40:26	21728/21728	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Mar%202025%2019:11:02%20GMT	https://vasanashop.com/cdn/fonts/americana/americana_n4.82fd6d36971133e9a39ac8d8783e24cfd710a2de.woff?h1=ZHp1d2FoZHV3YWguYWNjb3VudC5teXNob3BpZnkuY29t&h2=dmFzYW5hc2hvcC5teXNob3BpZnkuY29t&h3=dmFzYW5hc2hvcC5jb20&hmac=094ac436032d25c64191864aa38707ecb60682b973badc778871b322f34fa379	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/fonts/americana/americana_n4.82fd6d36971133e9a39ac8d8783e24cfd710a2de51e5.woff	(from https://vasanashop.com/)
14:40:27	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Apr%202025%2012:40:27%20GMT	http://vasanashop.com/cdn/shop/t/2/assets/base.css?v=831047894957930821676814281	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/shop/t/2/assets/base3b74.css	(from https://vasanashop.com/)
14:40:28	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Apr%202025%2012:40:29%20GMT	http://vasanashop.com/cdn/shop/t/2/assets/component-predictive-search.css?v=85913294783299393391676814279	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/shop/t/2/assets/component-predictive-search73a4.css	(from https://vasanashop.com/)
14:40:28	54194/54194	---MCZ	200	added ('OK')	text/css	date:Tue,%2008%20Apr%202025%2007:56:07%20GMT	https://vasanashop.com/cdn/shop/t/2/assets/base.css?v=831047894957930821676814281	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/shop/t/2/assets/base3b74.css	(from https://vasanashop.com/)
14:40:28	4978/4978	---MCZ	200	added ('OK')	text/css	date:Sun,%2020%20Apr%202025%2012:17:34%20GMT	https://vasanashop.com/cdn/shop/t/2/assets/component-predictive-search.css?v=85913294783299393391676814279	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/shop/t/2/assets/component-predictive-search73a4.css	(from https://vasanashop.com/)
14:40:28	117183/117183	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:720a879e1aceab88b1a0e06b1929f74d%22	https://vasanashop.com/POST	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/POST	(from https://vasanashop.com/)
14:40:29	29216/29216	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	etag:W/%22cacheable:66d47e9514ef6b5036abebe3bf7280f9%22	https://vasanashop.com/cdn	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn	(from https://vasanashop.com/)
14:40:30	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Apr%202025%2012:40:30%20GMT	http://vasanashop.com/cdn/s/trekkie.storefront.423a314223fb7e8d7c94337fcd62d7ad8c06d7a5.min.js	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/s/trekkie.storefront.423a314223fb7e8d7c94337fcd62d7ad8c06d7a5.min.js	(from https://vasanashop.com/)
14:40:31	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Apr%202025%2012:40:31%20GMT	http://vasanashop.com/cdn/shopifycloud/shopify/assets/shop_events_listener-f55dd2979ec32029c7d9e0b454ab8b33f79c01ca039d17a6f5c9b95647564b19.js	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/shopifycloud/shopify/assets/shop_events_listener-f55dd2979ec32029c7d9e0b454ab8b33f79c01ca039d17a6f5c9b95647564b19.js	(from https://vasanashop.com/)
14:40:31	103425/103425	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2014%20Apr%202025%2016:59:21%20GMT	https://vasanashop.com/cdn/s/trekkie.storefront.423a314223fb7e8d7c94337fcd62d7ad8c06d7a5.min.js	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/s/trekkie.storefront.423a314223fb7e8d7c94337fcd62d7ad8c06d7a5.min.js	(from https://vasanashop.com/)
14:40:31	10231/10231	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2017%20Apr%202025%2022:04:32%20GMT	https://vasanashop.com/cdn/shopifycloud/shopify/assets/shop_events_listener-f55dd2979ec32029c7d9e0b454ab8b33f79c01ca039d17a6f5c9b95647564b19.js	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/shopifycloud/shopify/assets/shop_events_listener-f55dd2979ec32029c7d9e0b454ab8b33f79c01ca039d17a6f5c9b95647564b19.js	(from https://vasanashop.com/)
14:40:31	33912/33912	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2011%20Apr%202025%2007:23:47%20GMT	https://vasanashop.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-1.6.1.min.js	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-1.6.1.min.js	(from https://vasanashop.com/)
14:40:31	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Apr%202025%2012:40:32%20GMT	http://vasanashop.com/cdn/shop/t/2/assets/component-list-menu.css?v=151968516119678728991676814280	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/shop/t/2/assets/component-list-menu9a7e.css	(from https://vasanashop.com/)
14:40:32	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Apr%202025%2012:40:33%20GMT	http://vasanashop.com/cdn/shop/t/2/assets/component-search.css?v=184225813856820874251676814279	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/shop/t/2/assets/component-search0945.css	(from https://vasanashop.com/)
14:40:32	516/516	---MCZ	200	added ('OK')	text/css	date:Sun,%2020%20Apr%202025%2012:17:34%20GMT	https://vasanashop.com/cdn/shop/t/2/assets/component-list-menu.css?v=151968516119678728991676814280	C:/Users/tmrwuser/Documents/Smaller%20Creator/Experience/Vasana%20Website/vasanashop.com/cdn/shop/t/2/assets/component-list-menu9a7e.css	(from https://vasanashop.com/)
